"","bin","genus_explanation","genus_type","nyslægt","genus_nameing","popup_html","latitude","longitude","city_dk","taxonomy_proposed"
"592","MFD05747.bin.1.166","Microbe found nearby Magleby Stevns","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Magleby Stevns   <br/>","<b>Bakteriens navn:</b> Stevnsiana tellurica<br/>
     <b>Findested:</b> Græsland (Kalkrig græsland) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Magleby Stevns   <br/>",55.3414,12.4445,"Magleby Stevns","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Vrouevitales;f__Vrouevitaceae;g__Stevnsiana;s__Stevnsiana tellurica"
"593","MFD02840.bin.1.418","Microbe found nearby Magleby Stevns","N","Nej"," ","<b>Bakteriens navn:</b> Stevnsiana litoralis<br/>
     <b>Findested:</b> Kystområder (Havklinter og stenede strande) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.0595,14.7807,"Magleby Stevns","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Vrouevitales;f__Vrouevitaceae;g__Stevnsiana;s__Stevnsiana litoralis"
"594","MFD04212.bin.1.44","Microbe found nearby Magleby Stevns","N","Nej"," ","<b>Bakteriens navn:</b> Stevnsiana arida<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.0396,12.2823,"Magleby Stevns","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Vrouevitales;f__Vrouevitaceae;g__Stevnsiana;s__Stevnsiana arida"
"595","MFD05747.bin.1.151","Microbe found nearby Magleby Stevns","N","Nej"," ","<b>Bakteriens navn:</b> Stevnsiana terrea<br/>
     <b>Findested:</b> Græsland (Kalkrig græsland) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.3414,12.4445,"Magleby Stevns","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Vrouevitales;f__Vrouevitaceae;g__Stevnsiana;s__Stevnsiana terrea"
"596","MFD05580.bin.c.4","Microbe found nearby Mammen","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Mammen   <br/>","<b>Bakteriens navn:</b> Mammenisoma propinquum<br/>
     <b>Findested:</b> Moser, kær og højmoser (Aktive højmoser) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Mammen   <br/>",56.3838,9.5148,"Mammen","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Mammenisomatales;f__Mammenisomataceae;g__Mammenisoma;s__Mammenisoma propinquum"
"597","MFD04935.bin.1.83","Microbe found nearby Mandoe","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Mandø (Mandoe) <br/>","<b>Bakteriens navn:</b> Mandoevita arida<br/>
     <b>Findested:</b> Klitter (Marehalmklitter (hvide klitter)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Mandø (Mandoe) <br/>",55.3523,8.4297,"Mandø","d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Mandoevitales;f__Mandoevitaceae;g__Mandoevita;s__Mandoevita arida"
"598","MFD03899.bin.c.1","Microbe found nearby Marslet","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Mårslet (Marslet) <br/>","<b>Bakteriens navn:</b> Marsletimorpha sediminis<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Mårslet (Marslet) <br/>",56.0667,10.1547,"Mårslet","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Marsletimorphales;f__Marsletimorphaceae;g__Marsletimorpha;s__Marsletimorpha sediminis"
"599","MFD01689.bin.c.3","Microbe found nearby Marslet","N","Nej"," ","<b>Bakteriens navn:</b> Marsletimorpha tellurica<br/>
     <b>Findested:</b> Moser, kær og højmoser (Nedbrudte tørvemos-samfund) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.595,8.4696,"Mårslet","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Marsletimorphales;f__Marsletimorphaceae;g__Marsletimorpha;s__Marsletimorpha tellurica"
"600","MFD05942.bin.1.195","Microbe found nearby Marslet","N","Nej"," ","<b>Bakteriens navn:</b> Marsletimorpha propinqua<br/>
     <b>Findested:</b> Marker (Græs (Poaceae)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.7771,9.6177,"Mårslet","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Marsletimorphales;f__Marsletimorphaceae;g__Marsletimorpha;s__Marsletimorpha propinqua"
"601","MFD01721.bin.1.79","Microbe found nearby Marslev","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Marslev   <br/>","<b>Bakteriens navn:</b> Marslevibacter oricus<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Marslev   <br/>",55.4485,10.5019,"Marslev","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Marslevibacter;s__Marslevibacter oricus"
"602","MFD04967.bin.1.58","Microbe found nearby Marstal","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Marstal   <br/>","<b>Bakteriens navn:</b> Marstalimorpha tellurica<br/>
     <b>Findested:</b> Skove (Tempererede skove) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Marstal   <br/>",54.8533,10.5207,"Marstal","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Pjedstedimenaceae;g__Marstalimorpha;s__Marstalimorpha tellurica"
"603","MFD03726.bin.1.17","Microbe found nearby Maugstrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Maugstrup   <br/>","<b>Bakteriens navn:</b> Maugstrupicola nordicus<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Maugstrup   <br/>",55.2451,9.3209,"Maugstrup","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__Haasumiviventaceae;g__Maugstrupicola;s__Maugstrupicola nordicus"
"604","MFD03726.bin.c.1","Microbe found nearby Maugstrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Maugstrup   <br/>","<b>Bakteriens navn:</b> Maugstrupiella propinqua<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Maugstrup   <br/>",55.2451,9.3209,"Maugstrup","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Maugstrupiella;s__Maugstrupiella propinqua"
"605","MFD06435.bin.1.198","Microbe found nearby Maugstrup","N","Nej"," ","<b>Bakteriens navn:</b> Maugstrupiella lacustris<br/>
     <b>Findested:</b> Ferskvand (Sø, blandet Najas flexilis) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",57.0278885,8.46320698,"Maugstrup","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Maugstrupiella;s__Maugstrupiella lacustris"
"606","MFD03726.bin.1.76","Microbe found nearby Moltrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Moltrup   <br/>","<b>Bakteriens navn:</b> Moltrupiella proxima<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Moltrup   <br/>",55.2451,9.3209,"Moltrup","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Moltrupiellaceae;g__Moltrupiella;s__Moltrupiella proxima"
"607","MFD04408.bin.c.6","Microbe found nearby Moltrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Moltrup   <br/>","<b>Bakteriens navn:</b> Moltrupihabitans scandius<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Moltrup   <br/>",55.2455,9.5294,"Moltrup","d__Bacteria;p__Patescibacteria;c__Moltrupihabitantia;o__Moltrupihabitantales;f__Moltrupihabitantaceae;g__Moltrupihabitans;s__Moltrupihabitans scandius"
"608","MFD01916.bin.c.6","Microbe found nearby Mosbjerg","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Mosbjerg   <br/>","<b>Bakteriens navn:</b> Mosbjergius danicus<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Mosbjerg   <br/>",57.5446,10.4385,"Mosbjerg","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Mosbjergiales;f__Mosbjergiaceae;g__Mosbjergius;s__Mosbjergius danicus"
"609","MFD09206.bin.1.218","Microbe found nearby Mou","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Mou   <br/>","<b>Bakteriens navn:</b> Moubacter terrestris<br/>
     <b>Findested:</b> Græsland (Tørre sandede kalkgræsmarker) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Mou   <br/>",56.90236,10.25672,"Mou","d__Bacteria;p__Actinomycetota;c__Bonnerupiia;o__Granslevivitales;f__Granslevivitaceae;g__Moubacter;s__Moubacter terrestris"
"610","MFD09212.bin.1.18","Microbe found nearby Mou","N","Nej"," ","<b>Bakteriens navn:</b> Moubacter europaeus<br/>
     <b>Findested:</b> Græsland (Tørre sandede kalkgræsmarker) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.90241,10.25675,"Mou","d__Bacteria;p__Actinomycetota;c__Bonnerupiia;o__Granslevivitales;f__Granslevivitaceae;g__Moubacter;s__Moubacter europaeus"
"611","MFD02840.bin.1.236","Microbe found nearby Muleby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Muleby   <br/>","<b>Bakteriens navn:</b> Mulebybacter litoralis<br/>
     <b>Findested:</b> Kystområder (Havklinter og stenede strande) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Muleby   <br/>",55.0595,14.7807,"Muleby","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Mulebybacter;s__Mulebybacter litoralis"
"612","MFD06229.bin.1.26","Microbe found nearby Muleby","N","Nej"," ","<b>Bakteriens navn:</b> Mulebybacter terrestris<br/>
     <b>Findested:</b> Moser, kær og højmoser (Sphagnum-sur mose) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.20455878,10.10668968,"Muleby","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Mulebybacter;s__Mulebybacter terrestris"
"613","MFD01721.bin.1.53","Microbe found nearby Munkebo","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Munkebo   <br/>","<b>Bakteriens navn:</b> Munkeboum oricum<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Munkebo   <br/>",55.4485,10.5019,"Munkebo","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Munkeboaceae;g__Munkeboum;s__Munkeboum oricum"
"614","MFD01721.bin.1.169","Microbe found nearby Munkebo","N","Nej"," ","<b>Bakteriens navn:</b> Munkeboum litorale<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.4485,10.5019,"Munkebo","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Munkeboaceae;g__Munkeboum;s__Munkeboum litorale"
"615","MFD09779.bin.1.378","Microbe found nearby Moeborg","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Møborg (Moeborg) <br/>","<b>Bakteriens navn:</b> Moeborgiaba contigua<br/>
     <b>Findested:</b> Saltvand (Fjorde) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Møborg (Moeborg) <br/>",56.3361,8.1689,"Møborg","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Moeborgiaba;s__Moeborgiaba contigua"
"616","MFD00032.bin.1.47","Microbe found nearby Maarup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Mårup (Maarup) <br/>","<b>Bakteriens navn:</b> Maarupihabitans lacustris<br/>
     <b>Findested:</b> Ferskvand (Sø, rig på vandaks) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Mårup (Maarup) <br/>",57.49172952,9.893109449,"Mårup","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Daastrupimenales;f__Daastrupimenaceae;g__Maarupihabitans;s__Maarupihabitans lacustris"
"617","MFD09779.bin.1.86","Microbe found nearby Maarup","N","Nej"," ","<b>Bakteriens navn:</b> Maarupihabitans adiacens<br/>
     <b>Findested:</b> Saltvand (Fjorde) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.3361,8.1689,"Mårup","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Daastrupimenales;f__Daastrupimenaceae;g__Maarupihabitans;s__Maarupihabitans adiacens"
"618","MFD05442.bin.1.21","Microbe found nearby Nautrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nautrup   <br/>","<b>Bakteriens navn:</b> Nautrupisoma affine<br/>
     <b>Findested:</b> Kystområder (Atlantiske strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nautrup   <br/>",56.7368,8.822,"Nautrup","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Siemiabaceae;g__Nautrupisoma;s__Nautrupisoma affine"
"619","MFD00905.bin.1.128","Microbe found nearby Nebel","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nebel   <br/>","<b>Bakteriens navn:</b> Nebelibacterium affine<br/>
     <b>Findested:</b> Ferskvand (Sø, rig på vandaks) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nebel   <br/>",55.91690451,9.831926013,"Nebel","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Nebelibacteriales;f__Nebelibacteriaceae;g__Nebelibacterium;s__Nebelibacterium affine"
"620","MFD09779.bin.1.366","Microbe found nearby Nees","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nees   <br/>","<b>Bakteriens navn:</b> Neesibacter contiguus<br/>
     <b>Findested:</b> Saltvand (Fjorde) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nees   <br/>",56.3361,8.1689,"Nees","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Vicininissumicolales;f__Neesibacteraceae;g__Neesibacter;s__Neesibacter contiguus"
"621","MFD09671.bin.1.46","Microbe found nearby Nexo","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nexø (Nexo) <br/>","<b>Bakteriens navn:</b> Nexobacterium aridum<br/>
     <b>Findested:</b> Klitter (Fugtige klitlavninger) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nexø (Nexo) <br/>",54.9903,15.0788,"Nexø","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Nexobacteriaceae;g__Nexobacterium;s__Nexobacterium aridum"
"622","MFD09671.bin.4.117","Microbe found nearby Nexoe","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nexø (Nexoe) <br/>","<b>Bakteriens navn:</b> Nexoeus terreum<br/>
     <b>Findested:</b> Klitter (Fugtige klitlavninger) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nexø (Nexoe) <br/>",54.9903,15.0788,"Nexø","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Nexoeus;s__Nexoeus terreum"
"623","MFD09495.bin.c.1","Microbe found nearby Nexoe","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nexø (Nexoe) <br/>","<b>Bakteriens navn:</b> Nexoevita borealis<br/>
     <b>Findested:</b> Klitter (Klitter med krybende pil) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nexø (Nexoe) <br/>",54.9907,15.0805,"Nexø","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Havbroaceae;g__Nexoevita;s__Nexoevita borealis"
"624","MFD02416.bin.1.351","Microbe found nearby Nibe","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nibe   <br/>","<b>Bakteriens navn:</b> Nibecola terreum<br/>
     <b>Findested:</b> Kystområder (Indlands strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nibe   <br/>",56.8577,9.5553,"Nibe","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Mosbjergiales;f__Mosbjergiaceae;g__Nibecola;s__Nibecola terreum"
"625","MFD05942.bin.1.109","Microbe found nearby Norager","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nørager (Norager) <br/>","<b>Bakteriens navn:</b> Noragerisoma telluricum<br/>
     <b>Findested:</b> Marker (Græs (Poaceae)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nørager (Norager) <br/>",56.7771,9.6177,"Nørager","d__Bacteria;p__Bacteroidota;c__Skagenicolia;o__Skagenicolales;f__Skagenicolaceae;g__Noragerisoma;s__Noragerisoma telluricum"
"626","MFD04935.bin.1.25","Microbe found nearby Nordby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nordby   <br/>","<b>Bakteriens navn:</b> Nordbyana glebica<br/>
     <b>Findested:</b> Klitter (Marehalmklitter (hvide klitter)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nordby   <br/>",55.3523,8.4297,"Nordby","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana glebica"
"627","MFD00392.bin.1.3","Microbe found nearby Nordby","N","Nej"," ","<b>Bakteriens navn:</b> Nordbyana humica<br/>
     <b>Findested:</b> Marker (Hestebønner) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.4231,11.6269,"Nordby","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana humica"
"628","MFD01275.bin.1.7","Microbe found nearby Nordby","N","Nej"," ","<b>Bakteriens navn:</b> Nordbyana arida<br/>
     <b>Findested:</b> Klitter (Marehalmklitter (hvide klitter)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.5332,10.8089,"Nordby","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana arida"
"629","MFD04935.bin.1.4","Microbe found nearby Nordby","N","Nej"," ","<b>Bakteriens navn:</b> Nordbyana terrestris<br/>
     <b>Findested:</b> Klitter (Marehalmklitter (hvide klitter)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.3523,8.4297,"Nordby","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana terrestris"
"630","MFD09267.bin.1.277","Microbe found nearby Nordby","N","Nej"," ","<b>Bakteriens navn:</b> Nordbyana propinqua<br/>
     <b>Findested:</b> Græsland (Tørre sandede kalkgræsmarker) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.98291,9.28746,"Nordby","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana propinqua"
"631","MFD09267.bin.1.346","Microbe found nearby Nordby","N","Nej"," ","<b>Bakteriens navn:</b> Nordbyana europaea<br/>
     <b>Findested:</b> Græsland (Tørre sandede kalkgræsmarker) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.98291,9.28746,"Nordby","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Nordbyana;s__Nordbyana europaea"
"632","MFD09567.bin.1.28","Microbe found nearby Norre Broby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nørre Broby (Norre Broby) <br/>","<b>Bakteriens navn:</b> Brobyana scandia<br/>
     <b>Findested:</b> Moser, kær og højmoser (Nedbrudt højmoser) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nørre Broby (Norre Broby) <br/>",55.2555,10.2565,"Nørre Broby","d__Bacteria;p__Nitrospirota;c__Brobyania;o__Brobyanales;f__Brobyanaceae;g__Brobyana;s__Brobyana scandia"
"633","MFD06435.bin.1.139","Microbe found nearby Nors","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nors   <br/>","<b>Bakteriens navn:</b> Norsibacterium proximum<br/>
     <b>Findested:</b> Ferskvand (Sø, blandet Najas flexilis) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nors   <br/>",57.0278885,8.46320698,"Nors","d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Norsibacteriales;f__Norsibacteriaceae;g__Norsibacterium;s__Norsibacterium proximum"
"634","MFD03726.bin.1.7","Microbe found nearby Nustrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nustrup   <br/>","<b>Arkebakterierens navn:</b> Nustrupicoccus vicinus<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nustrup   <br/>",55.2451,9.3209,"Nustrup","d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Nustrupicoccaceae;g__Nustrupicoccus;s__Nustrupicoccus vicinus"
"635","MFD02840.bin.1.22","Microbe found nearby Nyker","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nyker   <br/>","<b>Bakteriens navn:</b> Nykerimen litorale<br/>
     <b>Findested:</b> Kystområder (Havklinter og stenede strande) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nyker   <br/>",55.0595,14.7807,"Nyker","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Pjedstedimenaceae;g__Nykerimen;s__Nykerimen litorale"
"636","MFD01275.bin.1.78","Microbe found nearby Nyker","N","Nej"," ","<b>Bakteriens navn:</b> Nykerimen scandium<br/>
     <b>Findested:</b> Klitter (Marehalmklitter (hvide klitter)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.5332,10.8089,"Nyker","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Pjedstedimenaceae;g__Nykerimen;s__Nykerimen scandium"
"637","MFD02923.bin.1.168","Microbe found nearby Nykobing Mors","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nykøbing Mors (Nykobing Mors) <br/>","<b>Bakteriens navn:</b> Morsimorpha litoralis<br/>
     <b>Findested:</b> Kystområder (Atlantiske strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nykøbing Mors (Nykobing Mors) <br/>",56.765,8.8343,"Nykøbing Mors","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Morsimorphaceae;g__Morsimorpha;s__Morsimorpha litoralis"
"638","MFD05684.bin.1.112","Microbe found nearby Nykobing Mors","N","Nej"," ","<b>Bakteriens navn:</b> Morsimorpha ripica<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.5312,8.2638,"Nykøbing Mors","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Morsimorphaceae;g__Morsimorpha;s__Morsimorpha ripica"
"639","MFD02832.bin.1.27","Microbe found nearby Nylarsker","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nylarsker   <br/>","<b>Bakteriens navn:</b> Nylarskeriana proxima<br/>
     <b>Findested:</b> Saltvand (Åbent hav og tidevandsområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nylarsker   <br/>",55.0538,14.7874,"Nylarsker","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nylarskeriana;s__Nylarskeriana proxima"
"640","MFD04212.bin.1.294","Microbe found nearby Nyord","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Nyord   <br/>","<b>Bakteriens navn:</b> Nyordiaba adiacens<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Nyord   <br/>",55.0396,12.2823,"Nyord","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Nyordiaba;s__Nyordiaba adiacens"
